TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
168.391111111,-174.718,28.965,-1.91576,4.58669,-7.03121,3.27858,-7.94354,4.34128,-5.96573,3.7012,-3.73359,2.5685,-1.32232,1.96122,-3.57912,3.03856,-3.70574,1.32877,-2.36157,4.33304,-1.211
168.414331066,-185.564,30.9634,-3.60855,8.36912,-10.4308,4.15387,-8.75681,1.59863,-5.38286,8.70716,-7.83181,1.55696,-2.07259,4.75626,-4.68687,0.663881,-6.83505,1.90467,-3.77869,3.92313,0.00256001
168.437551020,-193.906,33.7892,-10.1266,13.0066,-14.6936,6.08841,-11.8392,7.37733,-10.1689,8.6389,-6.50031,6.17694,-4.34967,6.55951,-4.96348,1.60551,-6.96216,4.62817,-3.75832,3.61262,-3.03293
168.460770975,-194.759,34.8761,-13.8638,12.1336,-12.7832,9.80054,-12.3186,6.07171,-8.23786,7.13327,-5.89419,5.90858,-3.90473,4.13126,-5.04152,2.15002,-4.6531,3.91085,-6.47039,3.62442,-3.08432
168.483990930,-202.91,38.0469,-10.3553,13.8833,-14.9599,11.2879,-11.7211,6.40691,-9.68701,7.31836,-4.29865,5.92986,-3.32804,4.18631,-2.56082,1.84794,-5.18782,3.23203,-2.6182,4.33915,-2.66026
168.507210884,-202.198,38.189,-10.2783,14.6239,-13.6299,9.4135,-13.5817,3.65452,-7.66448,8.57881,-5.14132,6.12625,-3.89131,4.12722,-3.58079,1.03791,-5.00305,3.49507,-2.93447,5.07215,-1.88691
168.530430839,-196.976,36.8767,-8.79315,10.593,-11.9964,9.38937,-13.2752,4.27553,-7.52753,6.63788,-3.52385,6.01512,-3.38526,0.43774,-3.62624,-0.409051,-2.9034,2.45964,-0.900545,5.25784,-3.13081
168.553650794,-191.346,28.5971,-2.12554,4.71823,-5.85017,-0.0582904,-6.95563,4.84218,-1.35499,3.81891,-1.99525,1.11761,-1.03613,0.604327,-0.0971151,-0.68447,-2.17574,-1.4767,-0.299463,3.02199,-0.26595
168.576870748,-170.843,19.2103,2.02895,1.80484,0.361304,6.06728,-1.72301,6.1462,-2.04668,5.17659,-2.16832,5.60997,-0.748504,2.34423,1.30619,2.31057,-0.607714,5.06539,1.77163,2.27387,-0.0274168
168.600090703,-177.014,25.5429,-3.40177,3.83678,-10.2378,9.76108,-5.51854,7.20063,-6.9412,9.47264,-5.8725,6.3086,-2.24386,4.432,2.45149,3.79478,-2.65239,3.05148,-2.56397,1.80291,-2.8737
168.623310658,-182.2,26.5311,-8.56431,11.2816,-14.7584,10.5803,-10.881,7.179,-9.96105,11.6136,-11.6622,4.48383,-3.00835,2.79734,-0.360069,4.01104,-3.77738,2.70304,-3.71253,2.13968,-3.76348
168.646530612,-175.945,25.41,-9.95877,9.12697,-14.0284,11.8546,-7.49806,3.44429,-7.92767,12.4774,-13.9617,8.45559,1.2653,2.04354,-2.76236,2.49765,-3.0343,4.61801,-6.00081,2.7915,-3.36354
168.669750567,-186.626,31.9988,-15.2172,11.6429,-16.2723,12.0176,-8.08113,3.9068,-9.98404,9.35853,-9.20842,7.2454,4.8593,1.91404,-0.413882,5.30774,-1.80618,5.85249,-4.87986,0.908293,-6.37259
168.692970522,-190.874,37.7965,-18.9114,16.9987,-21.2555,13.3591,-9.47728,4.71089,-12.4708,10.8335,-8.51543,5.91681,6.2325,1.37991,2.5891,1.143,-0.0529254,3.70062,-1.09443,2.00024,-4.24847
168.716190476,-198.153,43.3161,-24.7844,21.4698,-25.9576,18.6123,-12.4068,7.40178,-15.9524,10.7214,-7.96142,7.43902,7.05223,-4.21049,4.96844,-0.0173239,3.46945,0.48105,3.6775,-1.1898,0.375272
168.739410431,-201.356,41.4373,-23.5182,20.1599,-23.5079,20.0342,-14.1646,10.9738,-15.6048,10.5771,-10.189,5.97988,5.83061,-3.00655,5.02981,0.578422,5.95185,-1.00997,2.73965,-2.657,3.94893
168.762630385,-193.908,35.9192,-18.144,15.6648,-18.3004,16.7699,-12.3915,10.1567,-15.5555,13.4924,-10.069,9.5873,0.501456,-1.76529,1.9468,1.76893,0.786311,-1.65431,-0.254574,-1.53592,0.676449
168.785850340,-178.603,23.1038,-4.12615,0.591556,-8.17004,4.5443,-3.90602,1.31692,-6.37877,8.2148,-4.76039,6.00478,3.60737,-0.986058,-0.761129,0.523207,-0.657025,1.35552,-2.9446,-0.154435,-0.813235
168.809070295,-159.08,18.6078,-2.32002,-0.306488,-1.54078,1.70516,-4.50134,-0.549778,-4.34687,2.7824,-2.99216,3.09442,-3.78535,-0.0635316,-3.52134,0.251929,-3.76228,-0.25533,-2.47287,-0.339381,-3.29932
168.832290249,-163.691,22.5098,-2.33695,4.69423,-5.24308,5.35463,-4.317,1.51343,-2.72916,4.35985,-1.73508,2.91357,-1.55807,1.3486,-2.04905,0.501129,-5.16189,-0.618746,-2.39694,-0.038702,-0.219804
168.855510204,-168.131,22.226,-3.69511,1.44472,-4.11583,8.80744,-5.55426,3.09031,-4.03005,5.16142,-4.0852,3.77576,-1.1916,2.26691,-1.26328,2.39225,-3.74852,0.666154,-2.05823,-0.762279,-1.50989
168.878730159,-179.097,26.0577,-8.62516,6.98724,-7.69121,13.4896,-9.87702,4.61226,-8.3818,7.80809,-9.21237,4.69547,-3.66259,4.69462,-0.950386,5.49906,-0.318144,3.47132,-3.21291,-0.520385,-2.13224
168.901950113,-184.971,34.1232,-12.229,13.1799,-12.9628,15.5953,-15.0131,5.50621,-12.0956,12.7958,-10.4995,8.71709,-5.22971,3.21629,-2.23504,3.62372,-1.92957,3.67595,-0.588116,1.66255,0.422479
168.925170068,-191.608,41.4089,-18.7586,16.4587,-18.1301,20.1304,-17.4409,11.1626,-14.2564,11.7804,-10.5882,5.77402,-5.30992,1.75176,0.217474,0.8692,-0.568861,1.38925,3.11436,-1.50461,4.64221
168.948390023,-193.136,40.5186,-15.0504,17.9824,-16.3581,18.1213,-18.7805,11.2014,-14.4344,14.6416,-10.6236,7.07876,-5.55955,0.17513,-2.42364,0.295138,-1.46139,0.186014,2.09705,-3.49404,4.06663
168.971609977,-193.212,41.1083,-15.2504,16.8417,-18.2448,17.5926,-18.1679,12.8475,-14.6395,13.2164,-10.9698,7.33054,-5.01328,-0.108058,-2.21335,0.365744,-2.31881,-1.30296,1.43836,-2.65037,4.12646
168.994829932,-191.532,36.3371,-9.19405,11.8105,-14.607,14.0698,-13.2442,11.6531,-9.19629,13.0243,-12.3858,4.9324,-6.86371,1.29085,-3.76568,-1.08204,-5.2018,2.58392,1.26735,2.10924,1.19221
169.018049887,-180.481,26.866,-0.320243,3.927,-3.54713,3.4284,-6.90987,3.52073,-3.1197,2.97606,-6.3355,0.711276,-1.81817,-1.16251,1.33336,1.69799,-2.13198,0.0450461,0.170755,0.770688,-1.60876
169.041269841,-171.237,21.8109,1.94732,4.52241,-1.95298,9.67369,-3.60647,0.159545,-4.90017,6.31075,-4.18692,6.10104,0.378966,2.31111,-1.071,1.4922,-4.45164,4.6182,-0.105166,2.45245,-0.522931
169.064489796,-174.188,24.8445,-10.1524,2.15154,-10.3381,8.3965,-8.53501,0.335971,-8.3479,6.02083,-9.16555,8.05532,1.2278,3.08213,-0.00228728,0.848417,-3.64851,2.38255,-1.94353,0.1708,-5.54671
169.087709751,-188.819,33.9772,-9.36681,8.99572,-13.8851,10.3126,-17.5125,3.92901,-10.377,8.62997,-9.9987,5.72337,-5.66246,1.27562,-4.70206,2.17663,-3.97155,0.834249,-2.22866,0.703809,-3.84615
169.110929705,-192.195,39.4957,-18.6193,13.934,-21.574,15.552,-17.3153,6.53769,-15.5479,9.73489,-11.1374,9.48171,-2.23293,1.63773,-2.88563,1.37539,-2.48095,-0.502606,1.42386,-0.180359,-2.14356
169.134149660,-189.383,35.606,-10.6151,7.42612,-14.5501,8.69574,-17.0771,2.8066,-13.4358,6.26738,-10.4736,6.30588,-4.59627,4.06832,-5.14622,-0.755053,-5.58829,4.22657,-1.89931,3.58063,-4.65903
169.157369615,-193.032,35.3606,-11.8016,6.33645,-13.7303,11.8179,-14.2692,4.93921,-13.0718,8.92701,-8.17323,6.90276,-5.02152,2.73276,-8.83022,-2.53689,-5.5906,3.31243,-3.59665,3.00491,-5.17535
169.180589569,-191.108,38.1529,-10.0115,8.44864,-14.1019,9.88864,-16.7528,3.39166,-13.7486,9.71807,-10.8672,4.76635,-7.57451,2.65534,-4.98254,1.3674,-5.97909,3.91709,-2.73992,0.965277,-2.08508
169.203809524,-190.568,34.2133,-8.8732,6.60489,-12.9272,10.5338,-11.0435,3.74749,-11.4672,10.5911,-10.6982,6.08726,-7.91755,0.559491,-6.91807,2.55672,-6.81154,4.51095,-4.74405,1.07374,-4.38058
169.227029478,-185.421,30.0789,-6.58832,1.86663,-9.5268,6.33538,-7.11587,0.134871,-9.07816,5.75884,-6.5318,2.22044,-3.90945,-0.122798,-2.64347,-0.460404,-3.43294,2.23089,0.41383,-0.413578,-0.76872
